,prefix,region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2
827,18454_01067,VPM,103,152,584.7715,293426.0176,69,105.7093,132.54005223327775,1,0.6098470349134153,367,367,870.5093,11439.1005,183,146.8711,141.40857896888716,1,0.47284993382219453
828,18454_01069,VPM,38,44,166.1083,22999.7433,19,26.279,22.133972734238217,0,0.6702345375480395,414,426,1275.644,123535.931,210,144.5332,144.90932166703428,1,0.4389267293134179
829,18454_01073,VPM,121,143,479.3468,43073.7082,71,158.5628,161.23140764441644,1,0.6303825921456455,230,272,876.1307,394673.7098,130,127.2691,135.4772374902884,1,0.591423401543684
830,18454_01074,VPM,130,131,375.7688,20021.6984,64,162.9712,160.49611174729435,1,0.5820204734047415,226,334,1398.8101,466339.2719,160,117.6326,133.83062321456924,1,0.553965659311862
831,18454_01080,VPM,42,44,139.0332,10687.1874,20,31.9155,27.43687350993184,0,0.6029109965558126,303,306,744.0124,18138.0635,152,102.9927,99.99779354065768,1,0.563653820002681
832,18454_01081,VPM,32,35,130.7425,13386.7242,15,30.5455,15.973482838754986,0,0.6414503735724948,308,310,712.9098,33762.4774,154,104.4488,95.69585573053828,1,0.4041398130250171
833,18454_01082,VPM,53,84,284.9487,72418.2585,38,70.5268,101.71342694551197,1,0.6924241593810018,308,317,1127.1278,34241.3819,158,104.2615,102.1698823332982,1,0.4845769912088086
834,18454_01085,VPM,19,31,190.5248,78815.8072,11,62.1923,80.9293319446046,0,0.5796602288384307,283,283,565.7107,7938.4924,141,104.1898,101.36372521765365,1,0.46149378613329517
835,18454_01086,VPM,27,30,108.2419,7273.4637,12,26.1581,23.143890187261093,0,0.723187901930054,246,248,766.5408,24109.1613,122,99.128,89.08743167248679,1,0.5901556683451105
836,18454_01089,VPM,18,23,137.2797,43258.2276,7,23.0131,19.17979741811679,0,0.6003588375552918,298,299,962.7358,23115.4486,148,102.596,94.99223169291264,1,0.4884457874278051
837,18454_01090,VPM,33,35,89.3285,3776.1084,15,12.2177,10.414276019003918,0,0.7512373626394795,250,254,639.1033,92064.2607,125,96.9902,98.48544195971301,1,0.4124187374054529
838,18454_01091,VPM,34,38,181.436,32887.4517,15,14.6114,12.11927444197877,0,0.6111119719882355,449,571,2065.3192,161984.0104,280,100.672,101.18242069154107,1,0.42969154609709337
839,18454_01095,VPM,25,27,90.6112,5991.0394,11,30.0734,31.26454557482005,0,0.674567826558224,196,198,488.2504,8798.716,97,109.6823,104.03475051154781,1,0.6665507302434234
840,18454_01096,VPM,34,39,173.0967,53819.419,16,34.7378,33.00565830278198,0,0.6383072350230116,388,389,772.6764,21591.9557,193,112.0555,105.26821121782208,1,0.44345133523250463
841,18454_01097,VPM,51,86,274.1133,69162.1618,39,66.0574,86.93257038072669,1,0.6039518462373178,189,189,457.1268,2988.2162,94,109.9471,97.80904899854613,1,0.4401675385475013
842,18454_01098,VPM,2,2,7.0208,0.0,0,3.261,6.768148121901594,0,0.0,261,293,692.0861,43209.032,144,99.3042,105.30682674926634,1,0.7182030868527063
843,18454_01100,VPM,30,32,86.0316,3638.8417,14,17.7918,15.563548759842659,0,0.7813451193640608,251,255,742.5479,53868.069,126,105.548,98.59591339908567,1,0.43351254526126637
844,18454_01101,VPM,25,52,218.3632,59050.9018,22,49.7671,83.85507624467346,0,0.6289108809871484,258,261,812.1351,29439.4775,129,102.3743,97.75139979048895,1,0.3722353556057928
845,18454_01103,VPM,44,85,306.0813,103445.8305,38,60.7649,91.0485298124028,0,0.5943241554487841,228,228,484.1805,5765.708,113,108.0114,100.92899383229778,1,0.47990468295354777
846,18454_01104,VPM,42,46,157.6018,43318.1933,20,27.9549,26.909742287877826,0,0.594461266876699,377,381,948.288,104944.0593,188,104.7069,101.20551587240688,1,0.4803889820558036
847,18454_01105,VPM,22,29,143.9892,35492.8272,11,30.3581,21.966828378261628,0,0.6725389941628738,192,194,535.4573,18063.2662,96,104.3812,95.76179097113838,1,0.5374469934147735
848,18454_01106,VPM,2,2,3.1006,0.0,0,1.8904,3.3475450706450496,0,0.0,216,261,866.6575,75632.0146,127,88.4484,100.18846896724192,1,0.6766650027621488
849,18454_01107,VPM,188,218,783.2549,194711.0009,102,101.8221,109.22384382084344,1,0.5729262762239679,275,280,645.3907,32470.5917,138,116.338,117.0993512663499,1,0.41605189952680555
850,18454_01108,VPM,63,133,445.9398,107864.6901,62,74.1457,102.66338015573031,1,0.6295305813202041,414,431,1380.4974,52280.086,212,114.6888,113.69761015518313,1,0.5483346199866367
851,18454_01109,VPM,35,38,138.0893,19907.8405,16,14.1853,12.479776680694268,0,0.6142974414851486,191,216,703.4728,49591.0693,105,109.8644,101.79388385359898,1,0.42349205713999216
852,18454_01110,VPM,40,76,351.4216,143800.2427,33,77.593,88.51075263492001,0,0.5168082654590151,255,255,765.551,16566.2564,126,111.7157,107.76626248042565,1,0.40688166555010047
853,18454_01111,VPM,65,77,397.6041,157473.9875,32,91.7218,101.46867421031969,1,0.6205566911176019,104,104,253.1697,3253.2864,51,118.2126,108.26736475041774,1,0.48753950995072215
854,18454_01112,VPM,33,46,262.1117,181319.2691,17,76.6431,92.95242515394636,0,0.583849136538586,160,160,434.0141,5751.4733,79,110.6955,101.18385642482697,1,0.46125964423578336
855,18454_01113,VPM,43,46,156.8424,27578.4184,20,21.251,20.283035374420674,0,0.6391444937459875,207,211,790.2053,32756.2891,103,103.6835,96.44161235172294,1,0.6568188489888722
856,18454_01114,VPM,16,21,126.8277,38679.9281,7,24.7689,13.634500504235552,0,0.6354384885305677,168,171,549.2996,45121.2014,83,109.476,102.31351733764214,1,0.4380194656441493
857,18454_01115,VPM,41,44,143.235,14622.5712,19,21.5845,20.182612541492226,0,0.6605897184747305,317,331,814.8441,24055.9358,163,107.5542,100.20395674323443,1,0.6839836878308161
858,18454_01116,VPM,53,67,343.2433,237134.3165,26,87.75,101.52421835207599,1,0.535672960950526,201,201,497.8813,5887.6129,99,112.4497,108.10342626392561,1,0.42043907265752095
859,18454_01117,VPM,36,40,106.5928,8656.9175,17,23.3813,21.197788776190798,0,0.7046428887893647,221,226,593.3144,27678.7857,111,113.3026,110.7702636270222,1,0.6899413884927882
860,18454_01118,VPM,22,25,117.5176,12772.3899,9,19.9604,19.262949462634232,0,0.6558345750983037,215,219,600.6631,32329.0254,107,122.0187,114.23273644187991,1,0.7139407651256537
861,18454_01119,VPM,64,82,309.0935,80531.6855,37,82.8281,94.07219654074204,1,0.6501050744923688,237,237,395.8846,1727.3419,118,115.6778,112.66238536885326,1,0.37704535524705757
862,18454_01120,VPM,87,113,403.4263,75174.3839,52,81.2492,100.80011159220015,1,0.6904236610425581,293,296,654.0525,9610.286,146,115.2141,113.97155158196277,1,0.5363953403427653
863,18454_01122,VPM,22,43,231.2738,54511.9755,18,58.0931,93.3719605502637,0,0.6715087934464138,286,286,700.5132,10823.1965,141,118.764,109.7722137564876,1,0.4785588026615679
864,18454_01123,VPM,28,51,250.1276,98812.5243,20,61.2523,82.88930482275744,0,0.5269674508893399,196,198,547.4371,21091.3879,98,117.1454,107.85169363065191,1,0.3690588591610059
865,18454_01124,VPM,23,43,208.4436,64118.8312,17,41.3472,15.365456420165332,0,0.5688192070466822,176,178,533.6856,31527.004,87,124.3721,118.70121272337535,1,0.5958071807828805
866,18454_01125,VPM,213,242,628.2638,199545.6543,103,98.6753,105.76050265103697,1,0.5671804249313611,252,282,593.621,68766.4932,124,97.7438,104.52572451793863,1,0.6980962105092382
867,18454_01126,VPM,19,25,190.2933,55326.4403,8,29.0147,19.640724655673967,0,0.5918491758939309,222,223,673.0056,24259.6667,110,105.4252,105.55305038226038,1,0.41248044796827205
868,18455_00015,VPM,109,109,288.895,8525.5369,54,95.0357,94.44317252189279,1,0.5156364487294249,272,387,1488.3074,272798.8978,184,80.1506,93.36748475245545,1,0.5351299625960503
869,18455_00020,VPM,24,27,120.57,15710.0807,10,22.296,19.823284314159423,0,0.6108297896121884,248,253,646.8355,21514.797,125,95.2557,90.99557871677064,1,0.5455233764826026
870,18455_00021,VPM,41,80,260.0043,84642.0974,35,40.5633,19.969951577307345,0,0.5543758799793159,203,204,466.769,6002.3784,101,93.079,94.09574844805688,1,0.48994452547635614
871,18455_00022,VPM,109,133,405.3849,109502.1278,63,67.3017,76.14886573679216,1,0.5359109083232723,179,179,393.4201,3560.4901,89,96.1239,95.23013391778886,1,0.4137460703370025
872,18455_00047,VPM,52,97,384.7428,192858.6101,44,55.5667,75.05729328319799,1,0.49783412791047205,251,251,573.0312,7370.5546,125,93.3219,93.11618163885373,1,0.4859245404869423
873,18455_00048,VPM,3,3,19.7865,0.0,0,4.9197,15.5015375043897,0,0.0,574,645,1941.6977,183101.4784,317,85.4805,91.31052168835747,1,0.575189778672204
874,18455_00049,VPM,21,25,158.7231,43499.5771,9,15.4126,19.86172522718003,0,0.6602891922764614,163,183,730.9108,26130.3396,89,105.7422,106.30675104620589,1,0.6700420746041785
875,18455_00121,VPM,67,69,143.0599,6867.6857,32,13.6054,13.98368334881762,1,0.7309746498091506,327,328,785.1697,16207.6334,161,102.2521,93.87514113438127,1,0.5683000487523081
876,18455_00122,VPM,28,47,223.4386,55491.7085,19,44.8018,24.200255391214384,0,0.6779766115984281,524,595,1805.373,162576.2987,294,103.5053,102.71796135535399,1,0.38994548191572714
877,18455_00136,VPM,35,38,127.2946,21150.5781,16,20.5849,19.973373600871778,0,0.605634064120823,274,276,776.7042,23495.1327,136,101.4116,97.44799404810752,1,0.550705327635062
878,18455_00137,VPM,59,94,334.3151,103655.7544,43,60.5875,81.75022670304956,1,0.5453175195248687,185,185,360.387,1906.6247,92,103.1023,101.68010185872159,1,0.3497278028558906
879,18455_00138,VPM,28,30,108.607,11619.018,13,19.1703,13.79758743404078,0,0.6161951696548638,283,288,862.9252,33895.9675,139,103.6303,96.10955324524197,1,0.6410852580226386
880,18455_00139,VPM,36,38,100.078,7920.3526,16,17.5504,15.752249934533163,0,0.7044005928296873,294,299,789.4136,41081.3221,148,99.5262,92.09290195232202,1,0.49130305775336536
881,18455_00140,VPM,35,40,119.3545,9536.4427,17,16.4404,14.21248173261801,0,0.7040770392287478,615,632,1642.0512,90565.4127,312,98.2783,94.77722174130238,1,0.38102028381759795
882,18455_00142,VPM,62,96,353.1964,95535.1321,44,63.2398,84.3013961094358,1,0.5834403112178781,271,272,714.5116,15072.511,135,101.7371,99.58314349326395,1,0.421337358008466
883,18455_00143,VPM,22,29,186.9948,54038.3008,11,32.9825,26.390971391746856,0,0.6186794899984934,369,377,1161.8556,74600.3018,187,106.4272,102.50788573568379,1,0.5153334677594152
884,18455_00144,VPM,2,2,18.3407,0.0,0,8.8314,18.003962091717476,0,0.0,403,503,1918.9164,245479.87,245,100.6058,107.21011746099339,1,0.559449356439329
885,18455_00145,VPM,22,27,144.746,21338.128,9,22.638,17.976053988570488,0,0.7186647483587295,312,320,872.3859,24487.0813,155,118.0326,116.24553781113492,1,0.47290145291067
886,18455_00146,VPM,30,56,220.7965,58417.0014,24,46.7629,23.69308846478229,0,0.6432566637284827,342,344,851.0702,16974.6138,170,115.8024,114.87038680617387,1,0.48216416347670044
887,18455_00147,VPM,42,54,178.7733,29542.8805,22,30.6276,18.992538692865654,0,0.7165373522493244,304,317,1000.2569,24072.2156,156,115.6143,113.01049340543555,1,0.48545176762211123
888,18455_00148,VPM,35,38,131.1821,19471.1309,16,23.5541,22.863713302961102,0,0.6567504117060707,404,412,1211.6055,37965.7521,204,119.1525,114.22415585593096,1,0.4801115461283865
889,18455_00150,VPM,115,159,637.5821,133579.7433,75,107.4664,124.86898210924923,1,0.6929049628862238,209,234,857.3696,43281.6382,116,144.6648,139.66269011085245,1,0.40900223487961074
890,18455_00154,VPM,2,2,10.1863,0.0,0,5.6782,10.751592347182807,0,0.0,425,561,1960.8592,602097.7282,273,131.9536,144.62859566589864,2,0.4903410980726119
891,18455_00159,VPM,191,253,1000.1765,434161.7431,117,109.3632,130.169868594848,1,0.5765495579834758,266,314,958.2622,52662.5198,155,149.499,146.5303652012101,1,0.44554430224412916
892,18455_00199,VPM,2,2,8.8341,0.0,0,5.0357,9.43566314574658,0,0.0,360,593,2747.4201,548448.1198,286,110.9016,122.48770882419181,2,0.4934332421855827
893,18455_00200,VPM,42,45,132.4318,10625.553,20,19.2264,17.459221632134703,0,0.7141386742911938,362,376,851.2266,39428.4004,184,112.5524,100.29892104105609,1,0.51418604380188
894,18455_00201,VPM,34,72,299.948,107337.8145,31,56.4208,96.44449895146948,0,0.6002432014986921,336,336,736.1549,11718.2965,167,113.886,111.16800380055406,1,0.46019645451743124
895,18455_00202,VPM,26,27,85.487,7089.2024,11,15.7295,18.553610780653955,0,0.6162908062765644,606,627,1973.6072,120897.0296,309,98.3624,92.88953886202687,1,0.37052958397753166
896,18455_00203,VPM,23,25,83.331,5415.8835,10,17.1647,17.629322335245885,0,0.6792855902618555,277,298,1139.8903,44931.3479,146,100.3167,100.56439172987622,1,0.525386163797083
897,18455_00204,VPM,36,38,119.7313,8798.8403,16,11.8774,12.434273641833704,0,0.6571783770079194,230,233,615.8801,15451.0905,115,97.1495,87.19929360952415,1,0.6621308306790175
898,18455_00206,VPM,39,97,322.8052,112432.3408,44,53.3989,19.26653837615877,0,0.5571028725888988,254,255,671.8583,17411.0357,125,107.8645,105.76196481249768,1,0.3872581641728011
899,18455_00208,VPM,2,2,8.8342,0.0,0,4.5677,8.969564816645214,0,0.0,400,449,1384.183,300749.6012,217,114.3372,120.76506359456778,1,0.5733891151245087
900,18455_00210,VPM,167,206,659.312,149605.9912,97,107.3762,125.72875450349454,1,0.6677684479609697,296,296,668.51,10215.3113,146,141.5943,134.19624655332206,1,0.45953496372765495
901,18455_00252,VPM,39,70,278.6194,161776.4722,30,58.3435,86.48531201886249,0,0.5080801234434744,250,251,614.3907,6323.7858,125,107.1615,104.12507383430753,1,0.6008109500832132
902,18455_00253,VPM,3,3,21.2041,0.0,0,7.3745,2.0420523989359323,0,0.0,534,609,1429.3495,174331.1856,299,101.1883,106.36744289960158,1,0.5816109394923016
903,18455_00254,VPM,36,38,85.2648,6801.2402,17,23.2047,23.453192959595068,0,0.6160237362698731,370,375,1034.5702,35534.0134,185,96.3735,95.5192634707785,1,0.5234422510935459
904,18455_00255,VPM,63,82,358.2546,63224.3439,37,65.633,71.99516199023374,1,0.6002802754083678,191,191,646.9453,9152.806,95,101.3026,102.44390950173661,1,0.4100826745179624
905,18455_00256,VPM,34,37,123.9494,10135.4082,16,35.1566,35.798271424749025,0,0.6902308890697622,276,285,1171.7614,52241.3015,138,116.8728,116.51988284837917,1,0.49793049302090125
906,18455_00257,VPM,30,36,132.5556,18911.3601,15,37.6165,38.609193490670094,0,0.642643448372257,280,311,1200.3805,40033.6828,153,117.269,115.78936093614128,1,0.5022421101937395
907,18455_00258,VPM,79,107,359.0026,100106.9466,49,73.9212,82.50638914047809,1,0.5344351799012388,211,211,465.3584,3628.1385,105,100.7692,94.26887610977442,1,0.5210258991608933
908,18455_00259,VPM,32,53,192.5748,41176.3784,23,47.1027,63.358140384642006,0,0.6100726722262235,246,247,713.8378,11005.3551,123,95.5699,87.46215665074811,1,0.5254104126009442
909,18455_00260,VPM,10,15,136.3648,44281.5204,4,24.4835,16.629026038827416,0,0.594156529085562,211,212,634.1945,20907.1416,105,98.14,90.60412833861378,1,0.5021099704908226
910,18455_00261,VPM,36,68,189.4629,34037.2922,32,34.5771,18.283071459686447,0,0.6110667669333177,223,255,826.8839,73121.8565,127,100.1469,105.51119033543313,1,0.5721624916485583
911,18455_00262,VPM,2,2,3.0331,0.0,0,1.5689,3.063982375928399,0,0.0,193,244,743.2078,279153.6043,118,100.056,114.94287435504648,1,0.5761725363888299
912,18455_00263,VPM,25,52,257.1598,90214.0166,21,73.1425,104.52598001453991,0,0.6274403902429887,411,411,1028.6169,15104.5477,203,126.0105,121.41132575258372,1,0.4720421759885799
913,18455_00264,VPM,24,28,134.9802,13634.3798,11,27.0329,10.428580440309196,0,0.7134145515944932,465,494,1372.6332,144002.9201,243,146.4673,141.77742049071142,1,0.4589443537687988
914,18455_5253_x25617_y13881,VPM,81,114,408.0444,119332.1027,51,90.8152,116.50007737765668,1,0.6622601937131387,268,268,559.6747,8804.6963,133,134.8107,127.33883905156351,1,0.4270218074680834
915,18455_5316_x26308_y13288,VPM,43,47,154.0233,18222.3615,20,19.7703,18.434944643258376,0,0.652076434216797,303,368,978.4057,54400.585,181,114.143,105.66671133805576,1,0.5401377562755838
916,18455_5404_x24949_y14106,VPM,34,39,136.2209,13744.2227,17,29.0572,26.058813192469078,0,0.6444556175597761,558,582,1858.2968,120618.2907,285,139.8912,137.51005885388895,1,0.43804385283555153
917,18455_5472_x13482_y11733,VPM,31,32,77.6324,4088.8595,13,19.724,19.17663382869895,0,0.5987501604310554,398,401,1016.7033,22644.2305,198,91.21,90.85151508918275,1,0.5477151171677375
918,18455_5474_x14981_y13279,VPM,84,120,623.6855,126944.3805,53,91.8258,112.4854383642612,1,0.6559765112224909,239,244,818.0887,25529.5704,119,133.9564,129.16443651408076,1,0.43053051866911907
919,18455_5507_x14812_y14221,VPM,53,115,505.4868,216252.047,52,91.0182,124.14100289992828,1,0.6263750960854477,311,312,829.3857,10869.8467,155,149.9196,146.3904928128873,1,0.4810663173291248
920,18455_5730_x15780_y13638,VPM,5,5,52.252,185.1601,0,8.9639,16.55514170884681,0,0.0,441,507,1596.0426,105107.9082,249,140.5372,143.29954783948205,1,0.6947816842706998
921,18457_00010,VPM,3,3,2.9787,0.0,0,1.6845,0.0,0,0.0,99,274,1017.806,468954.8994,130,76.2106,79.03140891443097,2,0.49259862606705834
922,18457_00012,VPM,35,37,118.2434,11259.959,16,20.1641,17.70081130908979,0,0.6402652584630829,330,332,818.4855,44421.3021,163,93.1936,86.83140942078506,1,0.40263154934315004
923,18457_00013,VPM,24,27,104.6333,9075.0706,11,20.6656,16.63759462783006,0,0.7011983218746619,327,328,865.9925,12689.1513,161,90.1934,81.65973145926945,1,0.500947134793703
924,18457_00017,VPM,30,33,90.7921,7512.3428,14,24.4453,23.6535205413486,0,0.6951356396123517,173,175,470.8368,30946.5347,85,89.6173,82.50444135317807,1,0.5626835236317813
925,18457_00018,VPM,27,38,239.8761,177626.4895,13,60.5157,76.41048960057775,0,0.45976712847099543,241,241,596.2,6731.1502,119,89.3425,85.39183253684162,1,0.4657845240238588
926,18457_00019,VPM,20,28,142.6213,25631.8916,10,31.0675,27.043334317350737,0,0.507986622108859,152,156,426.2832,29782.4409,76,86.6079,79.51488527942428,1,0.41154385498321866
927,18457_00023,VPM,14,18,136.0192,42572.5493,6,32.4077,30.09914982188035,0,0.5600739815971973,267,270,688.5023,32875.8571,133,90.9603,83.31234410938153,1,0.44620419428895475
928,18457_00024,VPM,26,32,112.9125,17340.9738,13,28.4751,22.36058760408591,0,0.6169633152291946,183,193,674.594,27986.6987,95,92.6457,88.50709791310527,1,0.6254367123943941
929,18457_00025,VPM,20,25,128.9853,23868.7199,9,31.6527,28.569678384609038,0,0.5920719523392115,219,226,508.6895,21827.2077,110,91.8054,86.47756755945439,1,0.5306644743088345
930,18457_00026,VPM,26,29,112.0619,9125.3653,12,28.963,27.297612075051543,0,0.6410685937556384,273,274,833.8717,24562.5369,136,84.8423,85.68893163647216,1,0.4776270497327222
931,18457_00027,VPM,30,32,90.4719,5817.2217,14,29.9642,31.60147328844021,0,0.7418211220837744,357,360,767.7409,26970.7283,178,91.7328,83.69666767560106,1,0.5431117307993801
932,18457_00028,VPM,177,206,667.1246,152102.6642,97,94.1426,98.78872338986874,1,0.5814175412405921,362,366,834.9098,13149.4946,181,115.8449,109.55436129155241,1,0.5257350714454623
933,18457_00029,VPM,31,34,124.0845,19303.3442,14,38.1758,38.143127742753336,0,0.6348051941286786,250,253,595.4459,26408.3505,125,112.1811,116.38377980629429,1,0.5137448442173144
934,18457_00045,VPM,34,37,119.6973,11269.9863,16,27.5602,26.290533752664675,0,0.693872398930668,287,367,1198.1846,65643.5772,180,103.0788,102.89398599529515,1,0.5210829844571099
935,18457_00046,VPM,2,2,3.8565,0.0,0,1.9554,3.8614225358020624,0,0.0,296,325,976.7683,70130.2837,158,91.7868,95.42856194557267,1,0.6669695984856766
936,18457_00047,VPM,2,2,2.3973,0.0,0,1.884,3.081892600335063,0,0.0,188,235,892.1121,124972.0368,113,81.0811,92.09866275359268,1,0.6321611545426575
937,18457_00048,VPM,71,71,151.294,1713.6806,35,107.153,99.57771915443736,1,0.5158539992598393,145,171,572.73,137129.7557,80,77.682,87.40042458706938,1,0.5770767274893478
938,18457_00049,VPM,28,82,421.0441,226405.3654,36,59.3937,31.498688813980834,0,0.5391902793836442,274,277,727.2864,27039.9594,137,110.3429,109.26604681235614,1,0.4314830310573117
939,18457_00051,VPM,49,91,368.816,245496.2528,40,67.68,90.14382424215205,0,0.46507511874606366,246,249,608.5806,9745.3608,122,110.4847,107.91938988430206,1,0.6446665676001143
940,18457_00052,VPM,50,74,369.5747,182308.0553,33,86.7246,100.56605567486476,0,0.5999008892506361,161,162,548.2952,10125.7208,80,116.2842,110.80264155695929,1,0.5578642050949558
941,18457_00053,VPM,18,21,101.1947,9300.2104,8,30.8823,28.973696709256853,0,0.7219825352242307,345,349,1015.7465,20581.9009,172,114.4385,111.2983332983922,1,0.503213246872641
942,18457_00054,VPM,96,127,464.5226,128006.7301,58,88.7533,103.6742424182593,1,0.6624706257142596,301,301,693.8136,11377.4929,150,121.2302,121.33325104438597,1,0.46965487182291205
943,18457_00055,VPM,93,136,458.0009,113535.0472,62,59.8455,76.61358309072877,1,0.5143246023573323,152,153,432.4203,11002.0766,76,99.6232,94.77257202376646,1,0.5280362013150348
944,18457_00056,VPM,48,81,267.4862,49765.1347,36,54.4911,76.76368283895712,0,0.5880571122390472,240,240,651.8136,7230.7177,119,99.7885,92.3190549615842,1,0.5520050713699708
945,18457_00057,VPM,40,71,245.9046,81941.7797,32,53.5635,79.02880722875679,0,0.5670400937875404,219,228,698.9537,17337.7488,112,100.3319,95.75072409773205,1,0.5114776518605015
946,18457_00058,VPM,2,2,9.052,0.0,0,4.2489,8.76654127920468,0,0.0,267,299,1060.8642,71871.0587,146,86.4279,92.52033564033367,1,0.6794889555143431
947,18457_00059,VPM,41,74,252.1563,51280.7534,32,49.1333,77.70296888150412,0,0.5896436937677747,257,258,598.5367,15836.0441,128,103.3494,101.84120979250001,1,0.4868484099365933
948,18457_00061,VPM,26,31,132.7062,24223.1674,12,29.7376,32.137681777004396,0,0.6249592585600289,391,394,857.2032,29368.8905,194,101.1449,103.15225702814263,1,0.6138349054153462
949,18457_00062,VPM,32,39,174.8137,57861.7708,15,26.0785,9.900527511198566,0,0.5873167315303108,280,286,898.8232,39993.8236,140,103.4421,100.07599769675043,1,0.5239959235768238
950,18457_00063,VPM,27,30,137.7323,21155.8592,12,20.2057,19.683379181431206,0,0.5621136721311144,255,257,880.3153,26516.6587,124,99.6445,91.44637973151261,1,0.56394383136474
951,18457_00064,VPM,28,37,209.1649,64841.1524,13,70.079,82.5187161982056,0,0.6434131564717375,256,271,996.5337,18845.5881,133,102.5287,98.32339012666316,1,0.601560342989895
952,18457_00065,VPM,15,18,103.133,8862.4337,6,23.0959,19.86014604679433,0,0.6866431983405737,91,93,382.5344,17308.4458,45,101.1882,100.79475298843684,1,0.5913197499981815
953,18457_00066,VPM,22,27,111.6511,11857.3098,10,23.2086,21.578183125555295,0,0.6754816881299691,289,296,962.2597,41981.9906,146,98.7185,95.29111197273332,1,0.49849029258937394
954,18457_00068,VPM,46,50,125.3264,15853.4239,22,22.4058,9.753515212475937,0,0.6758236124782426,321,323,855.565,22849.0287,160,99.7615,96.84165828299307,1,0.5462236931106037
955,18457_00072,VPM,30,44,257.0214,81219.1217,17,60.2148,76.39861827284575,0,0.5844795174013907,192,210,718.2239,26476.7528,104,103.0733,103.718768359444,1,0.4881679835220356
956,18457_00073,VPM,32,36,113.8615,27104.5434,15,24.3438,22.289913862552286,0,0.5639374747995215,224,281,1087.685,81389.8296,137,101.5577,106.5188120521441,1,0.5585723212352157
957,18457_00083,VPM,42,45,122.8643,8028.5818,19,17.4585,15.42346527211054,0,0.6941244311380045,378,385,974.0854,31186.8168,190,94.3854,91.32327886141627,1,0.44024717000157726
958,18457_00088,VPM,50,94,358.3417,107361.822,42,59.5508,85.73675918181185,0,0.5730515358460558,338,339,760.3254,8597.6523,168,110.9677,106.13730106329254,1,0.5643552793102576
959,18457_00089,VPM,2,2,8.1512,0.0,0,4.2524,8.25236584259325,0,0.0,502,559,1361.0814,175402.2474,275,98.2364,101.05869793837637,1,0.585095812171267
960,18457_00090,VPM,41,80,300.3804,64181.9285,35,66.3845,93.56218441763745,0,0.6501650128714267,187,187,356.113,4858.534,92,115.8363,108.69818469965354,1,0.5689606629511792
961,18457_00091,VPM,2,2,6.9984,0.0,0,3.8643,7.352407360858086,0,0.0,357,400,1003.7111,121654.2626,196,103.9732,104.8780641983823,1,0.6255679466274977
962,18457_00095,VPM,34,59,268.4373,87560.3878,25,68.2569,91.89743821238979,0,0.6275904428959274,131,131,379.8473,6418.8164,65,112.3037,107.21481810365579,1,0.556613849264742
963,18457_00096,VPM,24,27,112.8144,10452.1044,10,25.0762,9.752633746839864,0,0.7125097877046567,433,451,1069.2511,37082.376,223,109.6977,105.97028031009448,1,0.5070221119148529
964,18457_00098,VPM,33,61,268.273,95283.6343,26,63.2945,93.11987968205288,0,0.6316694520494195,387,388,826.0345,17846.1126,191,123.2039,116.66359202424725,1,0.40549551091337427
965,18457_00101,VPM,2,2,3.2693,0.0,0,1.9972,3.611927324850256,0,0.0,574,773,1987.3754,353987.3515,382,114.6974,115.3002048263575,1,0.5330646262502937
966,18457_00118,VPM,26,29,114.4663,9086.9468,12,26.0278,7.048654126852883,0,0.7071023923619832,286,288,821.2216,26769.1969,142,100.4526,98.90339337960046,1,0.43847787814076156
967,18457_00119,VPM,46,49,117.1938,8456.3537,22,23.958,25.356925207919065,0,0.6567249751745027,225,230,683.4834,43193.2873,113,97.3855,95.94665659625666,1,0.5110323905237567
968,18457_00126,VPM,47,66,211.1401,46267.1645,30,38.9505,25.994280467056587,0,0.6254754976670582,534,567,1291.9295,109528.694,282,114.9322,109.68093261364984,1,0.3662247727363536
969,18457_00128,VPM,56,72,252.9702,39124.0859,32,86.8597,101.13107125409087,1,0.7232095979926835,419,419,693.6684,7410.4605,209,115.9747,114.1289279893577,1,0.4481251281052741
970,18457_00129,VPM,29,32,116.9418,11009.7614,13,31.3258,31.72151716106908,0,0.6838365165533704,329,333,839.5263,13535.4566,165,106.2654,104.8693096286993,1,0.5482737239399675
971,18457_00143,VPM,85,115,385.3674,94434.0559,53,71.5336,88.66387364648578,1,0.6089800475786964,421,423,1148.7721,24407.2033,211,114.1232,109.11570376898092,1,0.4405556767213534
972,18457_00144,VPM,29,36,200.0289,54535.674,13,27.785,19.97661532892897,0,0.6668903317288455,372,392,1286.8117,39488.4343,193,124.7174,120.3643717177139,1,0.47122825282583625
973,18457_00145,VPM,71,103,378.2271,100240.1412,46,88.7489,114.83375582554113,1,0.6815517976135951,463,463,827.1132,5044.1793,230,138.2381,131.56168573714763,1,0.40304847358952045
974,18457_00146,VPM,51,55,175.0564,20964.268,24,18.6268,16.728960637170513,1,0.6963370785391942,361,401,1052.3575,39884.4931,198,102.9761,94.70713602469456,1,0.44262960059505985
